Player,Team_x,GP,MPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,TOV,PF,ORB,DRB,RPG,APG,SPG,BPG,PPG,TS%,eFG%,Total S %,ORB%,DRB%,TRB%,AST%,TOV%,STL%,BLK%,USG%,PPR,PPS,ORtg,DRtg,eDiff,FIC,PER,WS,WS/48,Pick,Pos,Weight,Age,Pre-Draft Team,Agility,Shuttle Run,Sprint,Standing Vertical,Max Vertical Leap,Max Bench Press,Body Fat Percentage,Hand Length,Hand Width,Heightw/oshoesinches,Heightw/shoesinches,Standing_Reach_inches,Wingspan_inches
Jordan Hill,U of A,34,35.7,7.4,13.8,0.537,0,0,0,3.4,5.3,0.654,2.9,3,4.2,6.8,11,1.5,0.9,1.7,18.3,0.56,0.537,119.1,15.5,22.2,19,9.5,14.9,1.5,5.6,28.4,-5.4,1.3,111.8,101.7,10.1,509.1,25.3,4.4,0.141,8,PF,240,21,Arizona,12.23,-,3.3,31,35,11,0.06,-,-,81.25,82.25,108,85.5
Jon Leuer,UW,34,33.5,6.7,14.2,0.47,1.6,4.3,0.37,3.3,3.9,0.843,1.6,2.2,1.7,5.6,7.2,1.6,0.5,0.9,18.3,0.568,0.526,168.3,6.6,22.8,14.5,12.8,9,1,3.1,31.3,-1.7,1.3,119.3,98.9,20.4,418.8,27,4.5,0.112,40,PF,228,22,Wisconsin,10.82,-,3.36,29.5,36.5,14,0.054,8.75,9.75,82,83.5,105.5,84
Darius Johnson-Odom,MU,34,32.9,6.2,13.8,0.447,2.3,5.9,0.385,3.7,4.9,0.764,2.4,2,0.6,2.9,3.5,2.8,0.9,0.1,18.3,0.568,0.529,159.5,2.2,9.2,5.8,18,12.7,1.6,0.4,27.3,-1.5,1.3,111.9,97.8,14.2,319.4,19.6,-0.1,-0.439,55,SG,215,22,Marquette,10.76,-,3.21,33.5,41.5,17,0.07,8.75,8.75,73.5,75,96,79
Jarvis Hayes,UGA,27,32.3,6.9,13.6,0.503,2,4.7,0.425,2.6,3.3,0.784,1.4,2.4,1.3,3.1,4.4,2,1.1,0.4,18.3,0.602,0.576,171.2,4.4,10.6,7.6,12.6,8.5,2.1,1.4,25,-0.2,1.3,123.6,106.1,17.5,308.8,23,2.9,0.108,10,SF,220,21,Georgia,,,,,,,,,,,,,
Matt Freije,VU,33,29.8,5.5,13.1,0.423,1.9,5.3,0.356,5.3,6.7,0.788,1,1.6,2,3.6,5.6,0.9,0.7,0.6,18.4,0.564,0.494,156.7,7.5,13,10.3,6.9,5.9,1.4,2.5,30.1,-1.4,1.4,121.4,100.1,21.3,367,24.5,-0.1,-0.034,53,FC,240,22,Vanderbilt,11.15,-,3.25,29.5,31,13,0.108,-,-,80.25,81.5,108.5,85
Salim Stoudamire,U of A,36,31.4,5.8,11.6,0.504,3.3,6.6,0.504,3.4,3.7,0.91,2.4,1.8,0.2,2.1,2.3,2.2,0.8,0.1,18.4,0.689,0.647,191.8,0.6,4.7,2.7,12.7,15,1.7,0.4,23.8,-3.1,1.6,129.4,114.9,14.6,357.5,23.8,1.2,0.046,31,G,186,22,Arizona,,,,,,,,,,,,,
Allen Crabbe,Cal,33,36.2,6.5,14.2,0.459,1.9,5.6,0.348,3.4,4.2,0.813,2.5,2.1,1,5.1,6.1,2.6,1.1,0.7,18.4,0.568,0.528,162,3.3,14.8,9.4,16.2,13.5,1.9,1.9,26.6,-2.1,1.3,110.8,96.3,14.5,391.6,21.3,4.3,0.098,31,SG,215,21,California,10.67,3.1,3.32,30.5,36,10,0.0465,8.25,8.5,77.25,78.25,103.5,83.25
Ronnie Brewer,U of A,32,34.8,6.2,14,0.441,1.6,4.7,0.338,4.5,6,0.75,2.2,1.4,1.2,3.6,4.8,3.2,2.6,0.5,18.4,0.554,0.525,152.5,6.2,11.3,8.7,22.8,12.2,4.7,1.7,26.1,0.6,1.4,117.3,90.4,26.8,374.9,23.6,7.8,0.178,14,SF,235,21,Arkansas,11.32,-,3.14,35,41,19,0.05,-,-,77.75,78.75,103.5,83.25
Dijon Thompson,UCLA,28,34.7,6.5,13.7,0.477,1.5,4.1,0.374,3.8,4.9,0.787,3.2,2.2,1.9,6.1,7.9,2.2,1.5,0.3,18.4,0.575,0.533,163.7,3.6,11.3,7.5,14.6,16.9,3,0.9,27.1,-5.7,1.3,108.7,109,-0.2,349,25.4,0.1,0.064,54,SF,195,22,UCLA,-,-,-,-,-,-,-%,-,-,78.25,80,105.5,81.75
Guillermo Diaz,UM,29,34,6.5,14.4,0.451,2.2,5.8,0.373,3.3,4.7,0.704,2.3,1.7,1.1,3.4,4.5,2.4,1.6,0.3,18.5,0.555,0.526,152.8,3.3,10.4,6.8,15.4,12.3,2.7,1,27.4,-2.2,1.3,114.9,102.4,12.6,306.4,21.3,0,0.033,52,G,192,21,Miami (FL),,,,,,,,,,,,,
Bracey Wright,IU,29,38.3,5.6,14.9,0.374,2.4,7,0.343,4.9,6.2,0.789,2.2,1.6,1.3,4.1,5.4,2.4,0.9,0.4,18.5,0.542,0.482,152.5,4.1,11.9,7.9,20.1,13.4,2,1.9,30.4,-2.5,1.3,109.9,103.3,6.6,266.4,21,0.3,0.077,47,G,210,20,Indiana,11.58,-,3.27,30,36,8,-%,-,-,73.25,74.5,100.5,82
Justin Reed,UM,28,33.5,6.9,14.7,0.467,0.5,2.1,0.237,4.2,5.7,0.731,3,3.1,2.8,4.8,7.6,1.5,0.7,0.8,18.5,0.557,0.518,164.3,7.5,15.6,11.6,9.3,14,2.6,3.7,29.6,-5.6,1.3,107.7,96.5,11.2,242.2,21.7,0.4,0.021,40,F,240,22,Ole Miss,,,,,,,,,,,,,
Kentavious Caldwell-Pope,UGA,32,34,5.8,13.4,0.433,2.6,7,0.373,4.2,5.3,0.799,2,2.2,1.2,5.9,7.1,1.8,2,0.5,18.5,0.579,0.53,160.5,4.3,19.7,12.4,16.7,11.1,3.8,1.9,29.2,-2.5,1.4,115.7,89.9,25.8,424.9,26.4,5.3,0.092,8,SG,205,20,Georgia,10.6,3.2,3.12,29,34.5,7,0.0645,8.5,9,76.5,77.5,100.5,80
Nick Collison,KU,38,32.4,7.4,13.3,0.554,0.3,1,0.342,3.3,5.3,0.635,2.4,2.5,3.3,6.7,10,2.2,1.2,1.9,18.5,0.583,0.567,153.1,11.5,21.8,16.8,12.4,13.3,2.1,6,25.3,-2.8,1.4,118.5,85.8,32.7,625.5,27,5.2,0.158,12,PF/C,255,22,Kansas,11.62,-,3.28,28,33,8,0.17,-,-,80.75,,108,85.5
Glen Davis,LSU,36,31.8,6.9,14,0.495,0.2,0.6,0.261,4.5,6.7,0.676,2.7,2.5,4,5.8,9.8,1.4,1.3,1.1,18.6,0.54,0.501,143.2,14.8,19.6,17.2,9.7,13.4,2.4,3.7,30.1,-5.4,1.3,111.4,88.8,22.6,497.6,25.6,4.9,0.102,35,PF,289,21,LSU,,,,,,,,,,,,,
Trey Burke,UM,39,35.2,6.6,14.4,0.463,1.9,5.1,0.384,3.4,4.3,0.801,2.2,1.9,0.5,2.6,3.2,6.7,1.6,0.5,18.6,0.569,0.53,164.8,1.9,8.8,5.4,37.5,11.9,2.8,1.6,28.4,6.6,1.3,123.4,98.1,25.3,562.5,27.2,2.4,0.05,9,PG,191,20,Michigan,11.2,3.01,3.16,29.5,36.5,3,0.069,8.25,8.75,71.75,73.25,97.5,77.5
Jordan Hamilton,UT,36,32.2,6.8,15.3,0.44,2.5,6.5,0.385,2.6,3.4,0.779,2.1,1.8,2,5.7,7.7,2.1,0.9,0.6,18.6,0.55,0.522,160.4,6.9,18.5,12.9,14.6,11.2,1.6,1.8,29.2,-2.2,1.2,115,89.5,25.5,457.2,23.9,1.6,0.073,26,SF,220,20,Texas,11.47,-,3.3,25,32,7,0.098,9,9.25,78.75,80.5,104,81.5
Ray McCallum,UDM,33,36.6,6.5,13.2,0.491,1.3,3.9,0.323,4.5,6.2,0.717,2.1,2,1.3,3.8,5.1,4.5,1.9,0.6,18.7,0.578,0.539,153.1,4,13.1,8.3,23.8,11.3,3,1.8,24.4,2.3,1.4,121.5,100.5,21,479.1,24.3,1.4,0.045,36,PG,191,22,Detroit-Mercy,10.82,3.08,3.25,30.5,40,5,0.073,8,8.75,72.25,73.75,96.5,75.25
Mike Muscala,BU,34,31.7,6.7,13.1,0.509,0.1,0.5,0.25,5.3,6.7,0.789,1.7,2.2,2.9,8.2,11.1,2.3,0.5,2.3,18.7,0.575,0.513,154.8,11.8,28.9,21,18.5,9.5,1,7.7,31.6,-0.6,1.4,121,83.6,37.4,604.4,33.8,3.4,0.132,44,PF/C,240,21,Bucknell,11.76,2.99,3.44,28,33.5,5,0.068,8.5,9,82.25,83.5,108,85
Jeff Teague,WF,31,32,5.8,12,0.485,1.5,3.3,0.441,5.8,7.1,0.817,3.4,2.2,0.5,2.8,3.3,3.5,1.9,0.6,18.8,0.615,0.546,174.4,1.7,8.6,5.4,20.2,18,3.1,2,26.6,-2.7,1.6,116.6,95.5,21.1,353.9,23,8.1,0.146,19,PG,186,21,Wake Forest,11.05,-,3.18,30.5,36.5,13,0.045,-,-,72.25,73.5,98.5,79.5
Kirk Snyder,UNR,34,31.7,6.2,14.3,0.432,1.6,4.6,0.348,4.9,6.7,0.731,3.5,2.1,1.9,3.8,5.7,3.4,1,0.6,18.8,0.539,0.488,151.2,6.6,13,9.8,23.3,16.7,1.9,2,31.9,-3.6,1.3,107.7,96.4,11.2,372.4,21.6,2.2,0.082,16,F-G,225,21,Nevada,10.79,-,3.13,30,35,19,0.093,-,-,78,78.75,104,81
Shelden Williams,DUKE,36,33.1,6.6,11.4,0.577,0.1,0.2,0.333,5.6,7.5,0.744,2.4,3.2,3.2,9.6,12.8,1.1,1.6,3.8,18.8,0.628,0.579,165.4,9.7,27.1,18.8,6.8,14,2.8,9.4,26,-4.9,1.6,119.6,82.8,36.8,729,31,2.2,0.07,5,PF,250,22,Duke,11.53,-,3.59,29,33.5,25,0.114,-,-,79.5,80.5,104,88.25
Travis Diener,MU,31,34.2,3,7.6,0.4,2.9,6.5,0.448,4.4,5,0.883,2.4,2.5,0.7,2.5,3.1,6,1.3,0,18.8,0.948,0.591,173.1,2.3,8.3,5.4,53.1,19.4,3.4,0,23,6.6,2.5,135.8,136.2,-0.4,544,27,2.5,0.088,38,PG,174,23,Marquette,10.85,-,3.26,24.5,31,1,-%,-,-,71.75,73,93.5,71.75
Carl Landry,PU,34,30.4,6.4,10.8,0.597,0.1,0.6,0.211,5.9,8.1,0.726,3,2.9,3,4.4,7.3,1.2,1.2,0.9,18.9,0.645,0.602,153.3,11.9,17.8,14.8,9.9,17,2.3,3.6,29.9,-7.2,1.8,119.2,92.9,26.3,438.4,28.1,7.7,0.15,31,PF,248,23,Purdue,11.35,-,3.29,31.5,36.5,21,0.075,-,-,79,80.5,102.5,83
Demetris Nichols,SU,35,34.8,6.4,14.4,0.447,2.9,6.9,0.417,3.2,3.8,0.85,2.2,2.1,1.4,4,5.5,1.5,1.4,1,18.9,0.586,0.547,171.4,4.5,10.8,7.9,9.7,12,2.3,3,25.1,-3.2,1.3,116.6,97,19.6,418.1,21.2,0,-0.108,53,SF,216,22,Syracuse,10.39,-,3.38,28.5,32.5,16,0.062,-,-,78,79.5,105,84.25
Delonte West,SJU,32,33.5,6.6,13,0.51,1.8,4.2,0.412,3.9,4.3,0.892,2.6,1.9,1.2,4.2,5.4,4.8,1.7,0.2,18.9,0.627,0.577,181.3,4.2,14,9.3,29.5,14.5,3,0.6,27.1,1.8,1.5,124.4,91.6,32.8,479.4,26.1,6.4,0.142,24,SG/PG,180,20,Saint Joseph's,11.2,-,3.15,30,35,12,0.067,-,-,73.5,74.75,99.5,78
Jared Dudley,BC,30,38.4,6.5,11.6,0.562,1.3,2.9,0.443,4.7,6.4,0.743,2.6,2.2,3,5.2,8.3,3,1.4,0.3,19,0.652,0.618,174.9,10,15.4,12.9,17.3,15.1,2.2,0.8,23.2,-1.6,1.6,128.5,103.3,25.2,478.9,25.5,5.6,0.126,22,SG/SF,225,21,Boston College,11.32,-,3.45,28,32,14,0.071,-,-,77,79.25,102,79
D.J. Augustin,UT,38,37.3,6.4,14.5,0.439,1.9,5.1,0.381,4.6,5.8,0.783,2.8,1.6,0.5,2.4,2.9,5.8,1.2,0,19.2,0.557,0.506,160.3,1.6,7,4.3,30.5,13.8,2.1,0,27.4,3,1.3,119.4,103.8,15.7,454.4,22.8,6.2,0.108,9,PG,183,20,Texas,11.27,-,3.07,28.5,35,2,0.081,-,-,70,71.5,94.5,75.5
Sam Young,PITT,36,31.8,7.2,14.4,0.502,1.5,4,0.372,3.2,4.3,0.74,2.4,1.7,1.9,4.3,6.2,1.1,1,0.8,19.2,0.582,0.554,161.5,7.1,15.3,11.3,7.1,12.9,1.9,2.8,29.1,-5.4,1.3,116,95.7,20.3,414.2,24.3,2.9,0.088,36,SF,225,24,Pittsburgh,11.47,-,3.45,27.5,33,-,0.049,-,-,77.25,78.75,105.5,82.75
Brook Lopez,SU,27,30.7,6.8,14.6,0.468,0,0.2,0,5.7,7.2,0.789,2.1,2.4,2.9,5.3,8.2,1.4,0.6,2.1,19.3,0.537,0.468,125.7,10.3,19.4,14.8,12,10.7,1.1,6.4,34.1,-4.1,1.3,113.3,96.9,16.5,356.5,27.8,9,0.191,10,C,268,20,Stanford,12.77,-,3.57,27.5,30.5,7,0.063,-,-,83.25,84.5,113,89.5
Quincy Pondexter,UW,36,32.3,6.8,12.9,0.528,0.5,1.4,0.353,5.2,6.3,0.827,1.9,2.5,3,4.4,7.4,1.8,1.3,0.6,19.3,0.608,0.547,170.8,10.2,15,12.6,11.2,10.6,2.2,1.7,25.7,-2.1,1.5,126.9,95.5,31.4,503.8,26.2,3.2,0.125,26,SF,225,22,Washington,,,,,,,,,,,,,
Maurice Ager,MSU,34,34.4,6.6,14.3,0.464,2.4,6.5,0.376,3.6,4.7,0.761,2.6,2.4,0.7,3.3,4,2.5,0.7,0.3,19.3,0.612,0.56,170,5.3,12.2,8.9,13.8,13.9,1.5,1.1,25.5,-2.3,1.5,122,99.5,22.5,285.9,20.7,0,-0.015,28,F-G,202,22,Michigan State,11.73,-,3.22,29.5,35,11,0.08,-,-,75.25,76.5,101.5,79.75
Derrick Williams,U of A,38,30,5.9,10,0.595,1.1,1.9,0.568,6.5,8.7,0.746,2.6,2.8,2.8,5.5,8.3,1.1,1,0.7,19.5,0.69,0.65,190.9,11.9,21.8,17.1,8.7,15.7,1.9,2.3,28.9,-6.2,1.9,128.8,96.1,32.7,546.6,30.2,3.6,0.12,2,PF/SF,240,20,Arizona,11.03,-,3.23,29,34.5,19,0.108,9,9.75,79.25,80.75,108,85.5
Josh Howard,WF,31,32.3,6.6,13.8,0.477,1.7,4.6,0.373,4.7,5.6,0.833,2.6,2.9,3.3,5,8.3,1.9,2.1,1.5,19.5,0.593,0.539,168.3,12.7,16.7,14.9,13.4,13.8,3.6,5.1,28.1,-4.2,1.4,123,89.9,33.2,482.5,28.2,8.8,0.173,29,SG/SF,210,23,Wake Forest,10.89,-,3.09,33,36.5,4,0.06,-,-,77.25,,105.5,86
Ben Gordon,UConn,33,33.4,6.4,14.4,0.443,2.4,5.7,0.423,4.3,5.4,0.808,3.4,2.2,0.9,3.3,4.2,4.7,1.2,0.2,19.5,0.576,0.527,167.4,3.2,10.1,6.9,26.4,16.8,1.8,0.6,27.9,-0.8,1.4,116.9,99.2,17.7,384.4,21.1,8.6,0.152,3,SG,200,21,Connecticut,11.28,-,3.19,31.5,37.5,12,0.053,-,-,73,74.25,99,80.5
Devin Harris,UW,32,36.2,5.9,12.8,0.462,2.3,6.3,0.373,5.3,6.8,0.792,2.1,1.9,0.6,3.7,4.3,4.4,1.8,0.1,19.5,0.61,0.554,162.7,2.2,13.1,7.6,29,11.6,3.2,0.4,27.8,2.5,1.5,126.3,92.5,33.9,448.5,26.9,7.5,0.145,5,PG,185,21,Wisconsin,11.03,-,3.19,30.5,37,5,0.053,-,-,73.75,75,98.5,79.5
Danny Granger,UNM,22,32,6.2,12.6,0.491,1.1,3.3,0.333,6,8,0.76,2.7,3.1,2.6,6.3,9,2.1,1.3,1.4,19.5,0.636,0.589,171.2,5.3,14,9.8,17.5,14,5.4,7.7,29.6,-3.4,1.6,124,93.1,30.9,531,40.6,8,0.158,17,SF/SG,222,22,New Mexico,10.84,-,3.34,31,34,10,-%,-,-,79.5,80.5,103,85.5
Greivis Vasquez,UMD,33,33.9,6.7,15.5,0.429,2.1,5.8,0.359,4.2,4.9,0.857,3.3,2.1,1.2,3.5,4.6,6.3,1.7,0.4,19.6,0.549,0.496,164.5,3.8,10.4,7.2,35.2,15.7,2.8,1,30.2,2.4,1.3,113.7,97,16.7,457.6,24.2,3.8,0.067,28,PG,217,23,Maryland,-,-,-,-,-,-,0.086,7.75,9.25,77,78.5,101,79
Luke Ridnour,UO,33,35.4,6.2,14.2,0.432,2.5,6.4,0.382,4.9,5.6,0.88,3.9,2.3,0.6,2.8,3.4,6.6,1.9,0.1,19.7,0.582,0.518,169.4,2,8.7,5.5,35.1,18.8,2.9,0.2,27.2,1.3,1.4,114.5,98.8,15.7,432,20.9,6.2,0.168,14,PG,175,22,Oregon,11,-,3.28,26,32.5,0,0.053,-,-,73,,95.5,75
Jerryd Bayless,U of A,30,35.7,5.8,12.6,0.458,2,4.8,0.41,6.2,7.4,0.839,3,2.2,0.4,2.3,2.7,4,1,0.1,19.7,0.612,0.536,170.6,1.6,7.7,4.8,25.2,15.5,1.6,0.3,29.2,-0.8,1.6,116.6,107.8,8.8,320.6,21.6,4,0.108,11,SG/PG,200,19,Arizona,11.26,-,3.07,31,38,10,0.047,-,-,73.75,75,97,75.5
Al Thornton,FSU,35,31.2,7,13.1,0.53,1,2.3,0.444,4.7,6,0.79,2.5,2.7,3,4.1,7.2,0.7,1.5,1.1,19.7,0.616,0.57,176.5,12.3,16.1,14.2,5,13.5,2.9,4,30.1,-6.4,1.5,121.5,98,23.5,463.5,28.7,2.2,0.05,14,F,203,23,Florida State,11.96,-,3.16,35,41,9,0.058,-,-,77.75,79,104,85
Sean Singletary,UVA,33,34,6.2,14.4,0.426,1.8,4.8,0.367,5.7,6.7,0.851,3.9,2.7,0.8,3.1,3.8,6.1,1.8,0,19.8,0.576,0.493,166.1,3.9,11.1,7.6,30.1,15.9,2.1,0.1,28.5,0.1,1.4,119.9,100.8,19.1,377.2,23.1,0,0.006,42,PG,185,22,Virginia,-,-,-,26,-,18,0.042,-,-,71,72,95,76.5
Pierre Jackson,BU,36,34.8,6,14.1,0.427,2.4,6.8,0.359,5.3,6.7,0.8,3.4,2.2,0.7,3.1,3.8,7.1,1.5,0,19.8,0.574,0.514,158.6,2.2,9.6,6,41.5,16.4,2.5,0,29.7,3.7,1.4,117.3,99.8,17.5,496.8,24.8,0,0.021,42,PG,180,21,Baylor,-,-,-,-,-,-,0.045,7.5,8.25,69.5,70.5,90,70
John Jenkins,VU,35,33.6,6.2,13.1,0.474,3.8,8.7,0.439,3.7,4.4,0.837,1.6,1.2,0.5,2.4,2.9,1.2,0.8,0.3,19.9,0.656,0.62,175,1.7,8.3,5.1,8.5,9.4,1.5,1,26.2,-2.4,1.5,129.9,102.4,27.4,380.9,25.1,1.7,0.091,23,SG,215,21,Vanderbilt,11.36,-,3.37,30.5,36.5,10,0.071,9,9,75.25,76.25,98,80.5
Alando Tucker,UW,36,32.8,7.1,15.1,0.47,1.1,3.4,0.325,4.6,6.9,0.659,1.7,1.2,2.2,3.2,5.4,2,0.9,0.3,19.9,0.54,0.506,145.4,8.2,11.9,10.1,16.2,8.3,1.7,0.9,33,-1,1.3,116.2,93,23.2,410.6,25.7,0.2,0.039,29,SF,205,23,Wisconsin,,,,,,,,,,,,,
Craig Smith,BC,31,31.9,7.8,12.9,0.603,0.1,0.5,0.2,4.3,6.3,0.677,2.4,3.4,3.2,4.7,7.9,1.3,0.9,0.9,19.9,0.626,0.606,147.9,12.5,17.8,15.2,9.3,13.1,1.5,2.8,27.4,-4.5,1.5,121.7,104.9,16.8,422.4,26,3.9,0.121,36,PF,250,22,Boston College,11.59,-,3.4,30,29.5,-,0.122,-,-,77.5,78.5,103.5,81.5
Rashad McCants,UNC,30,32.1,7.2,15,0.479,2.6,6.4,0.408,3,4,0.748,2.6,2.1,2.1,2.5,4.6,2.2,1.8,0.7,20,0.59,0.565,163.5,6.9,8.7,7.8,13.7,13.2,3,2.2,27.3,-3.1,1.3,117.6,100.3,17.3,365.1,22.4,1.7,0.04,14,G,200,20,North Carolina,10.39,-,3.11,32.5,34.5,15,-%,-,-,74.75,76,103.5,82.75
Brian Cook,U of I,30,31.3,6.7,14.1,0.479,0.9,3,0.303,5.6,6.8,0.82,2.8,2.9,1.5,6.1,7.6,2,0.7,0.4,20,0.577,0.511,160.2,6.1,21.4,14.4,14.3,13.8,1.3,1.6,33,-4.6,1.4,111.1,90.7,20.4,352.9,23.9,4.5,0.142,24,PF/SF,234,22,Illinois,11.87,-,3.45,25,29,6,0.105,-,-,81.5,,109,86
James Harden,ASU,35,35.8,6.3,12.9,0.489,1.7,4.7,0.356,5.8,7.7,0.756,3.4,2.8,1.4,4.2,5.6,4.2,1.7,0.3,20.1,0.632,0.586,168.9,5.4,14.6,10.3,24.7,15.7,4.1,2.2,28.4,-1.5,1.6,120,95.2,24.8,464.2,27.3,16.4,0.265,3,SG,220,19,Arizona State,11.1,-,3.13,31.5,37,17,0.101,-,-,76,77.25,103.5,82.75
David West,XAV,32,36.5,6.7,13,0.513,0.3,0.8,0.346,6.5,8,0.816,2.7,3,3.1,8.7,11.8,3.2,1.3,1.6,20.1,0.6,0.524,167.6,10.4,27.1,19,18.3,13.7,2.1,4.2,25.8,-1.4,1.6,124.3,86.6,37.7,607.8,27.8,9.1,0.179,18,PF,250,22,Xavier,12.18,-,3.43,28.5,31.5,11,0.08,-,-,80.25,,108.25,88.25
Craig Brackins,ISU,32,32.5,7.6,16,0.475,0.7,2.3,0.284,4.3,6.2,0.697,2.3,2.1,1.7,7.8,9.5,1.3,0.5,0.9,20.2,0.532,0.495,145.5,6.3,26.7,16.9,11.9,10.9,1,3.1,35.8,-4.4,1.3,102.6,94.8,7.8,410.2,25.2,-0.1,-0.065,21,PF,230,22,Iowa State,11.65,-,3.39,26,35,6,0.079,9.5,11.25,80.5,81.75,109,84
Brandon Roy,UW,33,31.7,6.9,13.6,0.508,1.2,2.9,0.402,5.2,6.4,0.81,2.3,2.5,2.1,3.5,5.6,4.1,1.4,0.8,20.2,0.606,0.551,172,7.3,13.3,10.2,25.1,12,2.3,2.5,27.6,1.3,1.5,128.8,98.2,30.7,498.4,27.2,13.5,0.223,6,SG/SF,211,21,Washington,11.13,-,3.27,34,40.5,6,0.076,-,-,77.25,78.25,101,80
Wayne Simien,KU,26,34.3,7.3,13.3,0.552,0.2,0.5,0.286,5.5,6.7,0.816,2.3,2.6,3.2,7.8,11,1.4,0.6,0.6,20.3,0.616,0.558,165.4,11.8,23.9,18.4,8.8,12.3,1,2,27.5,-3.9,1.5,123.7,92.4,31.3,413,26,0.8,0.096,29,F,255,22,Kansas,11.05,-,3.35,27,27.5,11,-%,-,-,79.25,81,107,84
Marcus Banks,UNLV,32,35.6,7,13.6,0.514,1.3,3.8,0.336,5.1,6.7,0.757,3.9,2.8,0.6,2.8,3.4,5.5,2.8,0.1,20.3,0.606,0.561,160.7,1.9,9.9,5.9,33.3,18.9,4.5,0.4,28.5,-0.7,1.5,113.6,97.7,16,429.2,24.2,2.3,0.074,13,G,200,21,UNLV,,,,,,,,,,,,,
Paul Millsap,LTU,29,36.5,7.8,13.5,0.575,0,0,0,4.9,8.2,0.601,2.4,3.1,5.4,7.2,12.6,1,1.1,1.9,20.4,0.591,0.576,155.4,17.6,23,20.2,8,12.9,3.4,7,27.1,-5.2,1.4,118.8,83.8,35,649.6,32.3,10.1,0.183,47,PF/C,246,21,Louisiana Tech,11.67,-,3.3,28.5,32.5,15,0.097,-,-,78.25,79.25,105.5,85.5
Andrew Bogut,U of U,35,35,8,12.9,0.62,0.3,0.7,0.36,4.1,5.9,0.692,2.7,2.2,3.7,8.5,12.2,2.3,1,1.9,20.4,0.648,0.63,167.3,8.4,17.5,13.2,18.2,14.8,2.4,6.4,29.8,-4.7,1.6,125.6,94.9,30.7,696,42.3,7.5,0.161,1,C,260,20,Utah,12.06,-,3.51,27.5,33.5,13,-%,-,-,83,84.25,110.5,87
Jason Thompson,RU,34,34.6,8.1,14.4,0.561,0.3,1,0.324,3.9,6.7,0.581,2.9,2.9,3.4,8.7,12.1,2.7,1.1,2.6,20.4,0.58,0.572,146.6,11.3,27.4,19.6,17.3,14.2,1.7,8.5,29,-3,1.4,114.8,91.9,22.9,647.4,28.9,4,0.081,12,PF,250,21,Rider,,,,,,,,,,,,,
Evan Turner,OSU,31,35.8,7.6,14.7,0.52,0.6,1.8,0.364,4.5,5.9,0.754,4.4,2.8,2,7.2,9.2,6,1.8,0.9,20.4,0.582,0.542,163.7,7.2,23.1,15.6,35.9,20,3,2.9,32.8,-1.2,1.4,112.2,87.4,24.8,538.9,28.2,4,0.085,2,SF/SG,220,21,Ohio State,11.06,-,3.27,27.5,34.5,9,0.086,8.75,9.5,77.75,79,103.5,80
Courtney Lee,WKU,36,30,7.2,15.1,0.477,1.9,4.8,0.397,4.1,5,0.822,2.3,2.4,1.3,3.5,4.9,2.1,1.8,0.8,20.4,0.583,0.541,169.6,5.4,14.2,9.8,15.6,11.8,3.6,3.1,32.2,-3.1,1.3,120.7,91.7,28.9,442,28.9,4.8,0.099,22,SG,200,22,Western Kentucky,,,,,,,,,,,,,
Jordan Crawford,XAV,35,32.8,7.4,16.1,0.462,2.3,5.8,0.391,3.4,4.4,0.773,2.4,1.6,1,3.8,4.7,2.9,1.3,0.2,20.5,0.564,0.532,162.6,3.4,11.9,7.9,20.1,11.8,2.3,0.6,30.9,-1.5,1.3,114.6,97.2,17.4,412.5,24,2.8,0.073,27,SG,195,21,Xavier,11.03,-,3.37,31.5,34.5,7,0.049,8,9,75,76.5,101,79
JaJuan Johnson,PU,34,35.4,7.6,15.3,0.494,0.4,1.5,0.294,5,6.1,0.809,1.6,1.6,2.4,6.1,8.6,1,0.9,2.3,20.5,0.564,0.509,159.7,7.9,20.1,14,6.4,8.3,1.5,6.7,29.2,-2.9,1.3,117.2,89.5,27.7,527.9,26.8,0.2,0.032,27,PF,220,22,Purdue,11.21,-,3.14,33.5,38,15,0.075,9,10,81,82,107.5,86
Alec Burks,CU,38,31.4,6.6,14.1,0.469,0.7,2.5,0.292,6.6,7.9,0.825,2.6,2.3,2.4,4.1,6.5,2.9,1.1,0.3,20.5,0.574,0.495,158.5,9.3,15,12.3,19.6,12.7,2,1,32.3,-2,1.5,120.4,104,16.4,494,27.6,3.2,0.07,12,SG,214,19,Colorado,10.96,-,3.17,29,36,5,0.051,9,8.25,77,78,103.5,82
Randy Foye,VILL,33,34.7,6.8,16.7,0.411,2.7,7.7,0.35,4.1,5.2,0.791,2.2,2.2,1.6,4.1,5.8,3,1.4,0.6,20.5,0.536,0.492,155.2,5.1,14,9.4,21.3,10.1,2.4,2,30.8,-0.4,1.2,117,95.6,21.5,416.5,24.7,4.6,0.089,7,SG,218,22,Villanova,10.53,-,3.23,32,38,14,0.1,-,-,74.25,75.25,97,78.25
Leon Powe,Cal,27,35.3,6.6,13.3,0.496,0.1,0.3,0.333,7.2,10,0.719,2.4,2.5,3.3,7.1,10.4,1.4,0.9,0.6,20.5,0.567,0.5,154.8,11.9,24.5,18.3,11,11.9,1.5,1.7,32.3,-4.4,1.5,115,99,16,393,26.3,4.9,0.192,49,F,240,22,California,,,,,,,,,,,,,
